-1424 1176 15864 -261 155 12
-1464 1184 15860 -234 210 19
-1312 1184 15832 -212 266 -4
-1336 1264 15868 -248 203 24
-1320 1156 15936 -263 167 -5
-1440 1208 15984 -219 195 9
-1424 1228 15912 -245 294 -13
-1344 1280 15772 -223 255 -1
-1424 1268 15808 -232 210 -20
-1252 1260 15792 -272 195 31
-1388 1236 15968 -224 233 32
-1384 1236 15968 -231 259 -1
-1272 1252 15936 -238 209 -7
-1316 1140 15896 -233 214 -10
-1352 1208 15904 -234 234 -2
-1464 1200 15848 -217 187 3
-1384 1100 16012 -232 136 33
-1328 1124 15912 -191 189 16
-1472 1248 15916 -220 198 9
-1400 1284 15816 -222 203 -1
-1368 1196 15924 -230 198 2
-1332 1236 15952 -225 213 -3
-1448 1192 15996 -230 202 -8
-1324 1280 15808 -219 206 21
-1372 1264 16056 -244 213 21
-1352 1280 15900 -216 202 -1
-1404 1196 15868 -220 216 -6
-1432 1216 16024 -223 205 8
-1444 1276 15868 -229 199 18
-1376 1200 15904 -253 226 11
-1484 1280 15992 -223 226 7
-1444 1144 15820 -231 222 -4
-1448 1168 15848 -229 237 29
-1364 1248 15916 -235 184 6
-1408 1192 16080 -217 192 28
-1364 1144 15952 -256 201 11
-1384 1308 16012 -239 231 13
-1368 1268 15840 -229 206 6
-1332 1200 15968 -199 233 10
-1460 1208 15920 -245 195 14
-1368 1212 15932 -243 183 6
-1420 1300 16056 -227 222 -8
-1404 1292 15952 -225 199 7
-1432 1308 16004 -227 211 1
-1396 1120 15992 -240 184 6
-1372 1160 15912 -239 224 17
-1484 1208 15892 -227 220 29
-1292 1152 15788 -215 209 -1
-1344 1240 15776 -243 201 32
-1496 1164 15880 -241 198 0
-1456 1164 15948 -212 204 16
-1480 1272 15920 -243 206 6
-1384 1316 15840 -267 179 7
-1484 1196 15852 -218 218 -14
-1396 1216 15884 -224 218 -9
-1392 1220 16084 -224 199 -3
-1364 1244 16040 -213 211 22
-1320 1236 15992 -238 187 4
-1388 1176 15912 -225 196 -1
-1436 1180 16044 -242 226 8
-1312 1224 15992 -219 221 25
-1416 1176 15972 -228 223 5
-1392 1184 15892 -215 212 9
-1432 1244 16012 -222 209 11
-1440 1256 15840 -253 198 7
-1484 1236 15800 -232 202 21
-1436 1112 15828 -228 210 13
-1332 1188 15884 -245 212 16
-1448 1200 15920 -229 221 2
-1316 1228 16124 -217 220 15
-1504 1180 15800 -213 227 32
-1292 1344 15792 -247 246 -3
-1384 1264 15884 -213 203 14
-1448 1252 15968 -218 211 31
-1296 1192 15988 -216 181 17
-1408 1236 15924 -239 233 -3
-1388 1228 15960 -211 198 15
-1368 1172 16008 -205 203 11
-1444 1164 15824 -253 226 -7
-1416 1120 15896 -244 223 -10
-1440 1164 16020 -214 203 17
-1320 1204 15896 -221 223 24
-1312 1228 15900 -215 231 -12
-1388 1220 16096 -221 233 4
-1448 1240 15912 -239 249 0
-1380 1316 15872 -241 219 14
-1268 1216 15880 -228 230 -9
-1344 1316 15864 -238 218 7
-1452 1244 16092 -231 190 7
-1396 1248 15932 -216 219 16
-1404 1192 15864 -247 205 38
-1432 1236 15936 -244 227 22
-1464 1252 15908 -231 205 21
-1380 1304 15976 -250 212 8
-1396 1224 16004 -210 217 5
-1424 1288 16004 -252 198 14
-1344 1216 15992 -223 214 2
-1488 1180 15844 -224 184 18
-1424 1224 15968 -245 199 40
-1360 1188 15836 -230 220 16
-1444 1212 16004 -239 208 5
-1428 1224 15936 -234 223 27
-1396 1296 15952 -220 210 -5
-1488 1208 16024 -218 216 11
-1416 1252 15936 -213 196 15
-1336 1256 15992 -221 222 -5
-1492 1124 15900 -216 199 8
-1424 1064 15972 -203 190 -5
-1428 1184 15900 -205 226 19
-1452 1236 15928 -219 210 29
-1344 1304 15748 -231 207 11
-1440 1184 15852 -242 218 10
-1436 1200 15864 -234 200 -8
-1412 1128 15768 -231 190 14
-1388 1236 15696 -211 210 23
-1400 1172 16128 -222 213 14
-1400 1244 15840 -216 218 9
-1436 1272 15964 -236 205 38
-1352 1404 15856 -219 203 16
-1456 1268 15808 -224 218 10
-1396 1292 15824 -243 195 20
-1408 1320 15916 -226 195 13
-1432 1172 15908 -231 207 25
-1440 1228 15772 -233 220 19
-1396 1216 15896 -219 237 2
-1432 1168 15860 -208 182 8
-1444 1196 15904 -244 211 0
-1456 1248 16012 -222 215 5
-1336 1216 15700 -232 199 7
-1472 1304 15952 -216 204 4
-1332 1248 15932 -229 208 -11
-1368 1236 15872 -198 221 -18
-1436 1228 16016 -258 213 7
-1296 1228 15764 -208 212 3
-1368 1316 16036 -238 219 17
-1396 1180 16036 -233 220 -3
-1324 1244 16032 -236 187 12
-1408 1184 15812 -226 207 12
-1292 1292 15960 -251 263 22
-1420 1248 16000 -230 221 10
-1396 1160 15932 -220 210 14
-1336 1168 15892 -210 211 2
-1336 1200 15936 -222 239 15
-1396 1168 15876 -252 213 10
-1404 1156 15952 -228 242 18
-1316 1344 16024 -210 207 5
-1364 1252 15836 -232 198 21
-1404 1268 15912 -216 210 -9
-1332 1200 15840 -221 233 15
-1476 1248 15904 -238 206 -7
-1368 1272 16068 -247 222 11
-1344 1168 15996 -231 253 2
-1356 1184 15972 -223 175 4
-1412 1208 15880 -213 179 9
-1396 1176 15776 -216 213 -3
-1344 1300 15752 -189 225 21
-1428 1236 15952 -223 211 16
-1392 1260 15904 -217 206 11
-1384 1248 15904 -226 203 -7
-1408 1296 15896 -224 207 13
-1292 1244 15888 -222 193 37
-1372 1284 15900 -226 206 9
-1424 1196 15968 -232 210 16
-1360 1220 15852 -244 207 4
-1376 1296 15928 -230 218 24
-1396 1316 15828 -234 187 -9
-1408 1180 15896 -251 216 17
-1372 1220 15920 -221 209 12
-1368 1252 16096 -218 219 14
-1412 1232 15964 -223 200 1
-1320 1152 15936 -220 193 9
-1488 1140 15980 -258 194 8
-1356 1124 15796 -225 243 23
-1384 1232 15940 -222 209 28
-1364 1236 15832 -200 220 13
-1404 1288 15752 -213 226 9
-1360 1240 15940 -223 199 8
-1396 1224 15872 -216 198 12
-1432 1192 15932 -228 211 10
-1468 1276 15864 -215 236 12
-1380 1196 15944 -241 214 11
-1352 1188 15984 -233 222 6
-1316 1136 15984 -229 203 18
-1368 1284 15800 -245 214 9
-1440 1232 15940 -226 205 10
-1400 1168 15916 -217 251 3
-1440 1240 15992 -258 216 10
-1392 1196 15948 -225 192 12
-1364 1256 15936 -246 198 13
-1372 1228 15928 -219 220 7
-1384 1148 15868 -212 230 11
-1396 1204 15984 -222 198 -2
-1416 1236 15872 -203 204 7
-1420 1252 16176 -215 203 4
-1420 1196 15924 -212 219 7
-1356 1268 15796 -231 195 9
-1408 1252 15800 -227 201 14
-1408 1284 15832 -234 212 20
-1396 1280 15924 -211 195 8
-1336 1132 15940 -216 219 17
-1428 1208 15904 -205 211 1
-1272 1168 15944 -231 201 15
-1380 1308 15876 -237 202 27
-1380 1208 15920 -216 220 16
-1360 1240 15896 -223 222 2
-1440 1220 15984 -205 215 -2
-1324 1196 15892 -233 249 10
-1504 1280 15804 -202 209 5
-1388 1208 16068 -228 213 1
-1436 1148 15884 -226 245 9
-1448 1308 15940 -229 214 9
-1376 1176 15816 -240 194 23
-1328 1304 15972 -237 209 14
-1492 1220 15952 -238 203 5
-1432 1268 15904 -223 201 14
-1368 1208 15932 -238 190 -10
-1432 1224 15976 -218 223 9
-1352 1096 15872 -215 235 10
-1340 1228 15848 -246 180 -8
-1492 1216 15976 -226 209 1
-1460 1192 16040 -227 220 15
-1432 1272 15996 -233 202 -1
-1316 1256 15900 -237 171 23
-1444 1248 15884 -208 210 16
-1396 1172 15912 -235 212 -8
-1452 1208 15940 -217 215 0
-1320 1304 16004 -230 212 21
-1396 1292 15884 -210 179 12
-1492 1172 15852 -244 203 10
-1468 1268 15880 -212 195 11
-1312 1328 15916 -220 201 9
-1444 1272 15896 -239 224 1
-1408 1220 15948 -203 219 14
-1396 1212 15868 -208 230 8
-1344 1244 15972 -199 231 35
-1456 1116 15940 -213 236 -3
-1380 1184 15920 -242 201 4
-1320 1280 15904 -233 221 9
-1408 1196 15920 -214 200 1
-1344 1196 15988 -232 212 1
-1376 1200 15840 -224 216 -11
-1360 1144 15768 -226 227 12
-1476 1304 16156 -221 220 3
-1312 1172 16020 -241 219 29
-1436 1212 15896 -244 234 -3
-1424 1192 16012 -237 204 6
-1364 1224 16076 -221 228 15
-1392 1248 15852 -244 178 3
-1368 1260 15764 -215 229 16
-1352 1308 15912 -210 219 14
-1296 1264 15984 -243 213 8
-1468 1172 15884 -234 173 9
-1376 1256 16076 -233 194 14
-1396 1188 15864 -231 154 4
-1392 1180 15988 -242 130 18
-1440 1236 15940 -217 166 -3
-1444 1168 15880 -242 218 0
-1360 1160 15960 -240 196 28
-1436 1256 15980 -220 197 14
-1408 1216 15892 -214 230 -4
-1408 1176 16064 -243 228 21
-1464 1280 15888 -244 185 25
-1384 1204 16020 -223 189 5
-1336 1236 16000 -227 203 1
-1388 1216 16060 -231 262 36
-1504 1232 15780 -236 265 26
-1396 1164 15860 -214 235 24
-1380 1256 15824 -236 225 13
-1436 1220 15828 -233 228 11
-1444 1208 15856 -217 205 -2
-1352 1176 16024 -215 215 23
-1416 1192 15872 -223 200 22
-1384 1184 15884 -225 214 21
-1428 1208 15860 -230 198 3
-1356 1248 15944 -237 217 23
-1404 1204 16012 -227 193 17
-1368 1228 16012 -220 218 18
-1284 1180 16020 -232 204 28
-1260 1192 16012 -219 180 16
-1432 1216 15884 -234 207 21
-1480 1240 16040 -243 109 20
-1452 1280 15964 -256 202 -15
-1352 1280 16104 -218 269 8
-1480 1280 15916 -231 217 -9
-1364 1160 15892 -210 209 -4
-1420 1164 15800 -251 201 13
-1344 1220 15920 -231 240 -11
-1568 1312 15904 -229 176 22
-1496 1284 15944 -273 186 -5
-1352 1252 16004 -275 57 -17
-1340 1144 15964 -194 293 7
-1272 1212 15988 -196 403 8
-1416 1264 16064 -246 280 22
-1400 1132 15848 -242 197 12
-1392 1264 15848 -244 160 14
-1356 1276 15912 -240 190 28
-1464 1216 15824 -221 231 -11
-1484 1216 15992 -238 227 19
-1516 1280 15900 -224 182 4
-1504 1212 15960 -240 202 2
-1376 1264 15892 -247 195 2
-1336 1224 15884 -232 241 13
-1328 1252 15960 -244 216 15
-1440 1240 15916 -221 207 26
-1380 1252 15776 -215 194 20
-1492 1224 15992 -217 225 26
-1452 1184 15956 -205 182 24
-1316 1212 15924 -248 180 30
-1444 1212 15964 -218 238 10
-1308 1176 15924 -248 214 -5
-1360 1228 15916 -246 149 22
-1292 1204 16004 -228 202 16
-1400 1224 15880 -214 192 27
-1344 1168 15796 -251 163 -2
-1408 1292 15996 -255 174 30
-1344 1244 15872 -219 186 12
-1376 1252 15844 -199 185 18
-1304 1200 15864 -235 131 -7
-1480 1332 16064 -256 227 -17
-1408 1140 15864 -267 58 9
-1364 1244 15904 -252 120 1
-1400 1148 15876 -232 187 3
-1248 1196 16040 -226 226 -5
-1200 1208 15932 -206 247 15
-1272 1164 15904 -205 166 1
-1288 1304 15880 -226 183 6
-1484 1292 15952 -239 123 -21
-1428 1200 15976 -297 -28 -10
-1368 1168 16000 -272 27 15
-1292 1268 16016 -225 320 14
-2200 1112 17144 380 4231 -212
-808 2212 15552 109 1959 -5088
-1296 676 15788 -481 -1823 24
-1684 1296 16200 -227 -149 -7
-1280 1108 15796 -286 2 13
-1440 1140 16100 -284 -222 -5
-2432 1264 16768 -431 -577 10
-1504 1040 15972 -316 380 -50
-1556 1200 15852 -321 158 -3
-1508 1272 15704 -520 276 -43
-1268 964 15648 -329 -739 -778
-1516 1232 15836 -479 -644 17
-1516 1020 16024 -339 995 7
-1504 1084 15924 -199 653 384
-1328 1092 15928 -400 417 305
-1368 976 15916 -338 253 97
-1548 964 16044 -359 183 38
-844 2132 15992 -589 -40 -125
-1636 956 16020 -262 340 -26
-1532 1068 15988 -274 256 -8
-1612 1016 15908 -287 114 0
-1640 1084 15976 -351 189 -16
-1544 912 15944 -297 134 -2
-1580 1016 15980 -265 141 -14
-1520 1032 15948 -262 158 -1
-1452 928 15996 -233 310 -7
-1568 1112 15816 -190 223 10
-1528 988 16048 -255 235 9
-1496 996 15976 -209 272 32
-1524 1108 15944 -203 296 11
-1556 1048 15848 -169 302 35
-1576 1096 15908 -174 263 17
-1552 992 16116 -163 301 14
-1712 1016 16084 -191 272 -91
-1224 1428 16012 61 -53 12
-1468 1196 15696 -229 308 197
-1472 976 16068 -261 242 82
-1536 992 15844 -274 139 18
-1560 872 15980 -284 218 19
-1716 1096 15992 -266 135 -7
-1528 1052 15872 -248 149 7
-1432 1136 15804 -287 206 36
-1820 1084 15924 -251 173 55
-1564 1096 15872 -260 201 -6
-1500 1032 15828 -329 159 28
-1652 952 16016 -319 55 -1
-1560 972 16224 -139 283 32
-1500 992 15952 -210 219 2
-1532 1084 15980 -230 206 -1
-1584 1072 15852 -206 222 26
-1568 1128 15928 -214 252 28
-1608 1008 15948 -191 226 -2
-1512 1088 15824 -206 116 18
-1384 1100 16024 -350 -120 53
-1544 1080 16012 -301 55 24
-1460 1144 15696 -204 -211 532
-1388 972 15960 -179 -256 -86
-1132 1152 15572 -154 705 9
-1432 1164 15860 -160 516 -16
-1820 1236 16464 -371 -1680 13
-1104 1008 15812 -87 1234 25
-1104 1112 15916 -232 196 33
-1056 1044 15796 -197 455 -2
